design_id,plddt_no_pb,batch_no_pb,score_file_no_pb,plddt_with_pb,batch_with_pb,score_file_with_pb
rfd3_input_5gpe_pb_motif_r5_2_model_0__b1_d0,0.8611662983894348,1,/zhome/bf/7/219671/projects/lead_sensoring/design/work/exp_04/rf3_out/rfd3_input_5gpe_pb_motif_r5_2_model_0__b1_d0/rfd3_input_5gpe_pb_motif_r5_2_model_0__b1_d0.score,0.795019268989563,0,/zhome/bf/7/219671/projects/lead_sensoring/design/work/exp_04/rf3_out_with_pb/rfd3_input_5gpe_pb_motif_r5_2_model_0__b1_d0/rfd3_input_5gpe_pb_motif_r5_2_model_0__b1_d0.score
